"name","role","commentFull"
"GRASSLEY","speaker","Thank you, Judge Kavanaugh. Before we start questions, I won’t repeat what I said this morning but we’ll do it the same way as we did for Dr. Ford. And five-minute rounds. And so we will start with Ms. Mitchell."
"MITCHELL","speaker","Good afternoon, Judge Kavanaugh. We have not met. My name is Rachel Mitchell. I’d like to go over a couple of guidelines for our question-and-answer session today. If I ask a question…"
"KAVANAUGH","witness","Yes, I’m ready."
"MITCHELL","speaker","OK. If I ask a question…"
"KAVANAUGH","witness","Thank you."
"MITCHELL","speaker","If I ask a question that you do not understand, please ask me to clarify it, or ask it in a different way. I may ask a question where I incorporate some information you’ve already provided. If I get it wrong, please correct me. I’m not going to ask you to guess. If you do estimate, please let me know you’re estimating. Now, I want to make sure that all of the committee members have gotten a copy of the definition of sexual behavior."
"GRASSLEY","speaker","Yes, at least I have one."
"MITCHELL","speaker","And you have that, as well, Judge Kavanaugh?"
"KAVANAUGH","witness","Yeah."
"MITCHELL","speaker","OK. First of all, have you been given or reviewed a copy of the questions that I will be asking you?"
"KAVANAUGH","witness","No."
"MITCHELL","speaker","Has anyone told you the questions that I will be asking you?"
"MITCHELL","speaker","I want you to take a moment to review the definition that’s before you of sexual behavior. Have you had a chance to review it?"
"KAVANAUGH","witness","I have. I may refer back to it, if I can?"
"MITCHELL","speaker","Yes, please. I’d like to point out two specific parts. Among the examples of sexual behavior, it includes rubbing or grinding your genitals against somebody, clothed or unclothed. And I would also point out that the definition applies whether or not the acts were sexually motivated or, for example, horseplay. Do you understand the definition I have given you?"
"MITCHELL","speaker","And again, if at any time you need to review that, please — please let me know. Dr. Ford has stated that somewhere between five or six people were present at the gathering on this date: you, Mark Judge, Leland Ingham — at the time, or Leland Keyser now, Patrick P.J. Smyth, Dr. Ford and — and an unnamed boy. Do you know Mark Judge?"
"MITCHELL","speaker","How do you know him?"
"KAVANAUGH","witness","He was a friend at Georgetown Prep, starting in ninth grade. He’s a — someone we would — in our, you know, group of friends. We’re a very friendly group in class. He saw the letter that’s been sent by my friends from Georgetown Prep. Funny guy, great writer, popular, developed a serious addiction problem that lasted decades. Near death a couple times from his addiction. Suffered tremendously from."
"MITCHELL","speaker","What is your relationship with him like now?"
"KAVANAUGH","witness","I haven’t talked to him in a couple years. We’ve probably been on, you know, mass e-mails that — or, group e-mails that go around among my high school friends."
"MITCHELL","speaker","And how did you know Patrick Smyth?"
"KAVANAUGH","witness","Also ninth grade, Georgetown Prep. Went by P.J. then. He and I lived close to one another. Played football together, he was defensive tackle, I was the quarterback and wide receiver. We carpooled to school along with De Davis (ph) every year, the three of us for two years. I didn’t have a car, so one of the two of them would drive every day. And I’d be in the (ph), you know, they’d pick me up."
"MITCHELL","speaker","What’s your relationship like with him now?"
"KAVANAUGH","witness","He lives in the area. I see him once in a while. I haven’t seen him since this — this thing."
"MITCHELL","speaker","OK. Do you know Leland Ingham or Leland Keyser?"
"KAVANAUGH","witness","I — I know of her. And it — it’s possible I, you know, saw — met her in high school at some point at some event. Yes, I know — I know of her and, again, I don’t want to rule out having crossed paths with her in high school."
"MITCHELL","speaker","Similar to your statements about knowing Dr. Ford?"
"KAVANAUGH","witness","Correct."
"GRASSLEY","speaker","Senator Feinstein."
"FEINSTEIN","speaker","Judge Kavanaugh, it’s my understanding that you have denied the allegations by Dr. Ford, Ms. Ramirez and Ms. Swetnick. Is that correct?"
"FEINSTEIN","speaker","All three of these women have asked the FBI to investigate their claims. I listened carefully to what you said. Your concern is evident and clear. And if you’re very confident of your position, and you appear to be, why aren’t you also asking the FBI to investigate these claims?"
"KAVANAUGH","witness","Senator, I’ll do whatever the committee wants. I wanted a hearing the day after the allegation came up. I wanted to be here that day. Instead, 10 days passed where all this nonsense is coming out, you know, that I’m in gangs, I’m on boats in Rhode Island, I’m in Colorado, you know, I’m sighted (ph) all over the place. And these things are printed and run, breathlessly (ph) by cable news. You know, I wanted a hearing the next day. I — my family’s been destroyed by this, senator, destroyed."
"FEINSTEIN","speaker","And — and I’m — and I’m very (ph)…"
"KAVANAUGH","witness","And — and whoever wants — you know whatever the committee decides, you know, I’m — I’m — I’m all in."
"FEINSTEIN","speaker","… But the question is…"
"KAVANAUGH","witness","Immediately. I’m all in immediately."
"FEINSTEIN","speaker","… No (ph). And the terrible and hard part of this is when we get an allegation, we’re not in a position to prove it or disprove it; therefore, we have to depend on some outside authority for it. And it would just seem to me, then, when these allegations came forward, that you would want the FBI to investigate those claims and clear it up once and for all."
"KAVANAUGH","witness","Senator, the committee investigates. It’s not for me to — to say how to do it. But just so you know, the FBI doesn’t reach a conclusion. They would give you a couple 302s that just tell you what we said. So I’m here. I wanted to be here — I wanted to be here the next day. It’s an — it’s an outrage that I was not allowed to come and immediately defend my name, and say I didn’t do this, and give you all this evidence. I’m not even — I’m not even in D.C. on the weekends in the summer of 1982. This happened on a weekday? Well, is (ph) it — when — when I’m not at a Blair High School for a summer league game, I’m not at Tobin’s house working out, I’m not at a movie with Suzanne? You know, I wanted to be here right away."
"FEINSTEIN","speaker","Well, the difficult thing is that it — the — these hearings are set and — set by the majority. But I’m talking about getting the evidence and having the evidence looked at. And I don’t understand — you know, we hear from the witnesses. But the FBI isn’t interviewing them and isn’t giving us any facts. So all we have…"
"KAVANAUGH","witness","You’re interviewing me."
"FEINSTEIN","speaker","… is what they say."
"KAVANAUGH","witness","You’re interviewing me. You’re — you’re doing it, senator. I’m sorry to interrupt…"
"FEINSTEIN","speaker","Well…"
"KAVANAUGH","witness","… but you’re doing it. That’s — the — the — there’s no conclusions reached."
"FEINSTEIN","speaker","… And — and what you’re saying, if — if I understand it, is that the allegations by Dr. Ford, Ms. Ramirez and Ms. Swetnick are — are wrong?"
"KAVANAUGH","witness","Yes, that — that is emphatically what I’m saying; emphatically. The Swetnick thing is a joke. That is a farce."
"FEINSTEIN","speaker","Would you like to say more about it?"
"FEINSTEIN","speaker","OK. (LAUGHTER) OK. That’s it. Thank you, Mr. Chairman."
"GRASSLEY","speaker","OK. Ms. Mitchell."
"MITCHELL","speaker","Dr. Ford has described you as being intoxicated at a party. Did you consume alcohol during your high school years?"
"KAVANAUGH","witness","Yes, we drank beer. My friends and I, the boys and girls. Yes, we drank beer. I liked beer. Still like beer. We drank beer. The drinking age, as I noted, was 18, so the seniors were legal, senior year in high school, people were legal to drink, and we — yeah, we drank beer, and I said sometimes — sometimes probably had too many beers, and sometimes other people had too many beers."
"MITCHELL","speaker","What do you…"
"KAVANAUGH","witness","We drank beer. We liked beer."
"MITCHELL","speaker","What do you consider to be too many beers?"
"KAVANAUGH","witness","I don’t know. You know, we — whatever the chart says, a blood-alcohol chart."
"MITCHELL","speaker","When you talked to Fox News the other night, you said that there were times in high school when people might have had too many beers on occasion. Does that include you?"
"KAVANAUGH","witness","Sure."
"MITCHELL","speaker","OK. Have you ever passed out from drinking?"
"KAVANAUGH","witness","I — passed out would be — no, but I’ve gone to sleep, but — but I’ve never blacked out. That’s the — that’s the — the allegation, and that — that — that’s wrong."
"MITCHELL","speaker","So let’s talk about your time in high school. In high school, after drinking, did you ever wake up in a different location than you remembered passing out or going to sleep?"
"KAVANAUGH","witness","No, no."
"MITCHELL","speaker","Did you ever wake up with your clothes in a different condition, or fewer clothes on than you remembered when you went to sleep or passed out?"
"MITCHELL","speaker","Did you ever tell — did anyone ever tell you about something that happened in your presence that you didn’t remember during a time that you had been drinking?"
"KAVANAUGH","witness","No, the — the — we drank beer, and you know, so — so did, I think, the vast majority of — of people our age at the time. But in any event, we drank beer, and — and still do. So whatever, you know."
"MITCHELL","speaker","During the time in high school when you would be drinking, did anyone ever tell you about something that you did not remember?"
"MITCHELL","speaker","Dr. Ford described a small gathering of people at a suburban Maryland home in the summer of 1982. She said that Mark Judge, P.J. Smyth and Leland Ingham also were present, as well as an unknown male, and that the people were drinking to varying degrees. Were you ever at a gathering that fits that description?"
"KAVANAUGH","witness","No, as I’ve said in my opening statements — opening statement."
"MITCHELL","speaker","Dr. Ford described an incident where she was alone in a room with you and Mark Judge. Have you ever been alone in a room with Dr. Ford and Mark Judge?"
"MITCHELL","speaker","Dr. Ford described an incident where you were grinding your genitals on her. Have you ever ground or rubbed your genitals against Dr. Ford?"
"MITCHELL","speaker","Dr. Ford described an incident where you covered her mouth with your hand. Have you ever covered Dr. Ford’s mouth with your hand?"
"MITCHELL","speaker","Dr. Ford described an incident where you tried to remove her clothes. Have you ever tried to remove her clothes?"
"MITCHELL","speaker","Referring back to the definition of sexual behavior that I have given you, have you ever, at any time, engaged in sexual behavior with Dr. Ford?"
"MITCHELL","speaker","Have you ever engaged in sexual behavior with Dr. Ford, even if it was consensual?"
"MITCHELL","speaker","I want to talk about your calendars. You submitted to the committee copies of the handwritten calendars that you’ve talked about for the months of May, June, July and August of 1982. Do you have them in front of you?"
"MITCHELL","speaker","Did you create these calendars, in the sense of all the handwriting that’s on them?"
"MITCHELL","speaker","OK. Is it exclusively your handwriting?"
"MITCHELL","speaker","When did you make these entries?"
"KAVANAUGH","witness","In nine — in 1982."
"MITCHELL","speaker","Has anything changed — been changed for those since 1982?"
"MITCHELL","speaker","Do these calendars represent your plans for each day, or do they document — in other words, prospectively, or do they document what actually occurred, more like a diary?"
"KAVANAUGH","witness","They’re both forward-looking and backward-looking, as you can tell by looking at them, because I cross out certain doctor’s appointments that didn’t happen, or one night where I was supposed to lift weights, I crossed that out, because it — I obviously didn’t make it that night. So you can see things that I didn’t do crossed out in retrospect, and also, when I list the specific people who I was with, that is likely backward-looking."
"MITCHELL","speaker","You explain that you kept these calendars because your father started keeping them in 1978, I believe you said. That’s why you kept them. In other words, you wrote on them. But why did you keep them up until this time?"
"KAVANAUGH","witness","Well — well, he’s kept them, too, since 1978, so he’s a good role model."
"GRASSLEY","speaker","Ms. Mitchell, you’ll have to stop."
"GRASSLEY","speaker","Judge Kavanaugh has asked for a break, so we’ll take a 15-minute break. (RECESS) Just waiting for you, Diane."
"FEINSTEIN","speaker","Sorry."
"GRASSLEY","speaker","Don’t — don’t apologize, you… (CROSSTALK) Senator Leahy?"
"LEAHY","speaker","Thank you, Mr. Chairman. Judge, you said before, and again today, that Mark Judge was a close friend of yours in high school. Now Dr. Ford, as you know, has said that he was in the room when she was attacked. She also says you were, too. Unfortunate (ph) that (ph) the FBI has never interviewed him. We might (ph) be able to have his attendance here. The chairman refuses to call him. If she’s saying Mark Judge was in the room then, then he should be in the room here today. Would you want him called as a witness?"
"KAVANAUGH","witness","Senator, this allegation came into the committee…"
"LEAHY","speaker","No, I’m just asking the question. Would you want him to be here as a witness?"
"KAVANAUGH","witness","He’s — he’s already provided sworn testimony to the committee. This allegation’s been hidden by the committee…"
"LEAHY","speaker","Now, well (ph)… (CROSSTALK)"
"KAVANAUGH","witness","… by — by members of the…"
"LEAHY","speaker","… it hasn’t been — it has not been investigated by the FBI. The committee has refused to allow it to be."
"KAVANAUGH","witness","It was dropped on (ph)… (CROSSTALK) … it was sprung."
"LEAHY","speaker","It was not investigated by the FBI, and he has not been called where he might be under oath."
"KAVANAUGH","witness","Should have been handled in the due course, Senator. (CROSSTALK) When he came in."
"LEAHY","speaker","I would — I would disagree with that. I’ve been on this committee 44 years, both Republicans and Democrats. I’ve never seen somebody that critical and not allowed to be here to — called to be testified or on (ph) FBI background. But let me ask… (CROSSTALK)"
"KAVANAUGH","witness","You see (ph) he’s provided sworn testimony and the…"
"LEAHY","speaker","He has — he has not…"
"KAVANAUGH","witness","… Senator — Senator, let me — let me finish. He — the — the allegation came in weeks ago and nothing was done with it by the ranking member. And then it’s sprung on me…"
"LEAHY","speaker","Judge Kavanaugh, I’ve heard your — your line (ph) and you state it over and over again. And I have that well in mind. But let me ask you this. He authored a book titled, “Wasted: Tales of a Genx Drunk.” He references a Barthold (ph) Kavanaugh vomiting on someone’s car during Beach Week and then passing out. Is that you that he’s talking about?"
"KAVANAUGH","witness","Senator, Mark Judge was…"
"LEAHY","speaker","To your knowledge, is that you that he’s talking about?"
"KAVANAUGH","witness","I’ll explain it if you let me."
"LEAHY","speaker","Proceed, please."
"KAVANAUGH","witness","Mark Judge was a friend of ours in high school who developed a very serious drinking problem, an addiction problem that lasted decades and was very difficult for him to escape from. And he nearly died. And then developed — then he had leukemia as well, on top of it. Now, as part of his therapy — or part of his coming to grips with sobriety, he wrote a book that is a fictionalized book and an account…. (CROSSTALK) I think he picked out names of friends of ours to throw them in as kind of close to what — for characters in the book. So, you know, we can sit here…"
"LEAHY","speaker","So you don’t know — you don’t know whether that’s you or not?"
"KAVANAUGH","witness","… we can sit here and you (ph) like (ph), make — make fun of some guy who has an addiction."
"LEAHY","speaker","I’m not making… (CROSSTALK)"
"KAVANAUGH","witness","I don’t think that really makes — is really good…"
"LEAHY","speaker","… Judge Kavanaugh, I’m trying to get a straight answer from you under oath. Are you Bart (ph) Kavanaugh that he’s referring to, yes or no? That’s it (ph)…"
"KAVANAUGH","witness","You’d have to ask him."
"LEAHY","speaker","Well, I agree with you there. And that’s why I wish that the chairman had him here under oath. Now, you’ve talked about your yearbook. In your yearbook, you talked about drinking and sexual exploits, did you not?"
"KAVANAUGH","witness","Senator, let me — let me take a step back and explain high school. I was number one in the class…"
"LEAHY","speaker","And I — and I thought (ph)…"
"KAVANAUGH","witness","… freshman — no, no, no, no, no."
"LEAHY","speaker","I thought we were in the Senate (ph)…"
"KAVANAUGH","witness","You’ve got this all — I’m going to — I’m going to talk about my high school…"
"LEAHY","speaker","… the (ph) whole (ph) question (ph). I thought we were in the Senate (ph) filibuster (ph)."
"KAVANAUGH","witness","… no, no."
"GRASSLEY","speaker","Let him answer."
"KAVANAUGH","witness","I’m going to talk about my high school record, if you’re going to sit here and mock me."
"GRASSLEY","speaker","We — we were — I think we were all very fair to Dr. Ford. Shouldn’t we be just as fair to Judge Kavanaugh? (CROSSTALK)"
"KAVANAUGH","witness","I busted my butt in academics. I always tried to do the best I could. As I recall, I finished one in the class, first in — you know, freshman and junior year, right at the top with Steve (ph) Clark (ph) and Eddie (ph) (inaudible), we were always kind of in the mix. I — I played sports. I was captain of the varsity basketball team. I was wide receiver and defensive back on the football team. I ran track in the spring of ’82 to try to get faster. I did my service projects at the school, which involved going to the soup kitchen downtown — let me finish — and going to tutor intellectually disabled kids at the Rockville Library. With the church — and, yes, we got together with our friends."
"LEAHY","speaker","Does this reflect what you are? Does this yearbook reflect your…"
"KAVANAUGH","witness","I…"
"LEAHY","speaker","… focus on academics and your respect for women? That’s easy. Yes or no. You don’t have to filibuster the answer. Does it reflect your focus on academics… (CROSSTALK)"
"KAVANAUGH","witness","I already said the yearbook — in my opening statement. The yearbook, obviously…"
"GRASSLEY","speaker","Judge? Just wait a minute. He’s asked the question. I’ll give you time to answer it."
"KAVANAUGH","witness","The — the yearbook, as I said in my opening statement, was something where the students and editors made a decision to treat some of it as farce and some of as exaggeration, some of it celebrating things that don’t reflect the things that were really the central part of our school. Yes, we went to parties, though. Yes, of course, we went to parties and the yearbook page describes that and kind of makes fun of it. And as a — you know, if we want to sit here and talk about whether a Supreme Court nomination should be based on a high school yearbook page, I think that’s taken us to a new level of absurdity."
"LEAHY","speaker","Ms. Mitchell? Well, we got a filibuster but not a single answer."
"GRASSLEY","speaker","Ms. Mitchell?"
"MITCHELL","speaker","Judge, do you still have your calendar — calendars there?"
"MITCHELL","speaker","I would like you to look at the July 1st entry."
"MITCHELL","speaker","The entry says — and I quote — “Go to Timmy’s (ph) for skis (ph) with Judge (ph), Tom (ph), P.J. (ph), Bernie (ph) and Squee (ph)”?"
"KAVANAUGH","witness","Squee. That’s a nick…"
"MITCHELL","speaker","What does…"
"KAVANAUGH","witness","… that’s a nickname."
"MITCHELL","speaker","OK. To what does this refer, and to whom?"
"KAVANAUGH","witness","So first, says “Tobin’s (ph) house workout”. So that’s one of the football workouts that we would have — that Dr. (inaudible) would run for guys on the football team during the summer. So we would be there — that’s usually 6:00 to 8:00 or so, kind of — until near dark. And then it looks like we went over to Timmy’s — you want to know their last names too? I’m happy to do it."
"MITCHELL","speaker","If you could just identify, is — is “Judge,” Mark Judge?"
"KAVANAUGH","witness","It is."
"MITCHELL","speaker","And is “P.J.,” P.J. Smith?"
"KAVANAUGH","witness","It is. So — all right. It’s Tim Gaudette (ph), Mark Judge, Tom Caine (ph), P.J. Smith, Bernie McCarthy (ph), Chris Garrett (ph)."
"MITCHELL","speaker","Chris Garrett is Squee?"
"KAVANAUGH","witness","He is."
"MITCHELL","speaker","Did you in your calendar routinely document social gatherings like house parties or gatherings of friends in your calendar?"
"KAVANAUGH","witness","Yes. It — it certainly appears that way, that’s what I was doing in the summer of 1982. And you can see that reflected on several of the — several of the entries."
"MITCHELL","speaker","If a gathering like Dr. Ford has described had occurred, would you have documented that?"
"KAVANAUGH","witness","Yes, because I documented everything of those kinds of events, even small get-togethers. August 7th is another good example where I documented a small get-together that summer, so yes."
"MITCHELL","speaker","August 7th. Could you read that?"
"KAVANAUGH","witness","I think that’s go to Becky’s, Matt, Denise, Lori, Jenny (ph)."
"MITCHELL","speaker","Have you reviewed every entry that is in these calendars of May, June, July and August of 1982?"
"KAVANAUGH","witness","I have."
"MITCHELL","speaker","Is there anything that could even remotely fit what we’re talking about, in terms of Dr. Ford’s allegations?"
"MITCHELL","speaker","As a lawyer and a judge, are you — we’ve talked about the FBI. Are you aware that this type of offense would actually be investigated by local police?"
"KAVANAUGH","witness","Yes, I mentioned Montgomery County Police earlier. Yes."
"MITCHELL","speaker","OK. Are you aware that in Maryland, there is no statute of limitations that would prohibit you being charged, even if this happened in 1982?"
"KAVANAUGH","witness","That’s my understanding."
"MITCHELL","speaker","Have you, at any time, been contacted by any members of local police agencies regarding this matter?"
"KAVANAUGH","witness","No, ma’am."
"MITCHELL","speaker","Prior to your nomination for Supreme Court, you’ve talked about all of the female clerks you’ve had, and the women that you’ve worked with. I’m not just talking about them; I’m talking about globally. Have you ever been accused, either formally or informally, of unwanted sexual behavior?"
"MITCHELL","speaker","And when I say informally, I mean just a — a female complains. It doesn’t have to be to anybody else but you."
"MITCHELL","speaker","Since Dr. Ford’s allegation was made public, how many times have you been interviewed by the committee?"
"KAVANAUGH","witness","It’s — it’s been a — three or four. I’m — I’m trying to remember now. It’s — it’s been several times. Each of these new things, absurd as they are, we’d get on the phone and kind of go through them."
"MITCHELL","speaker","So have you submitted to interviews specifically about Dr. Ford’s allegation?"
"MITCHELL","speaker","And what about Deborah Ramirez’s allegation…"
"MITCHELL","speaker","… that you waved your penis in front of her?"
"MITCHELL","speaker","What about Julie Swetnick’s allegation that you repeatedly engaged in drugging and gang-raping, or allowing women to be gang-raped?"
"KAVANAUGH","witness","Yes. Yes, I’ve been interviewed about it."
"MITCHELL","speaker","Were your answers to my questions today consistent with the answers that you gave to the committee in these various interviews?"
"KAVANAUGH","witness","Yes, ma’am."
"MITCHELL","speaker","OK. I see I’m out of time."
"DURBIN","speaker","Thank you, Mr. Chairman. Judge Kavanaugh, earlier today, Dr. Christine Ford sat in that same chair, and under oath, she said clearly and unequivocally that she was a victim of sexual assault at your hands. She answered our questions directly, and she didn’t flinch at the prospect of submitting herself to an FBI investigation of these charges. We know, and I’m sure she’s been advised by her attorneys, that a person lying to the FBI can face criminal prosecution. You have clearly and unequivocally denied that you assaulted Dr. Ford. With that statement, you must believe that there is no credible evidence or any credible witness that could prove otherwise. You started off with an impassioned statement at the beginning, and I can imagine, try to imagine what you have been through, and your family’s been through, and I’m sure I wouldn’t get close to it. But it was an impassioned…"
"UNKNOWN","","OK. I’m sure you wouldn’t."
"DURBIN","speaker","I’m sure I wouldn’t. It’s an impassioned statement. And in the course of it, you said, “I welcome any kind of investigation.” I quote you. I welcome any kind of investigation. I’ve got a suggestion for you: right now, turn to your left in the front row to Don McGahn, counsel to President Donald Trump. Ask him to suspend this hearing and nomination process until the FBI completes its investigation of the charges made by Dr. Ford and others, and goes to bring the witnesses forward, and provides that information to this hearing. I am sure that the chairman at that point will understand that that is a reasonable request to finally put to rest these charges, if they are false, or to prove them if they are not. You spent two years in the White House office that approved judicial nominees. You turned to the FBI over, and over, and over again for their work. Let’s bring them in here and now. Turn to Don McGahn, and tell him it’s time to get this done. An FBI investigation is the only way to answer some of these questions."
"UNKNOWN","","Senator…"
"GRASSLEY","speaker","Stop the — stop the clock. This committee is — is running this hearing, not the White House, not Don McGahn, not even you as a nominee. We’re — we are here today because Dr. Ford asked for an opportunity to hear. I know you did too, as well, in fact, maybe even before she did. We’re here because people wanted to be heard from charges that they all thought were unfair, or activities like sexual assault was unfair. So I want to assure Senator Durbin, regardless of what you say to Senator Don McGahn, we’re not suspending this hearing. Proceed to answer the question, or so whatever — or to — if the gentleman…"
"DURBIN","speaker","I — I’ll just say this: If you, Judge Kavanaugh, turned to Don McGahn and to this committee and say, “For the sake of my reputation, my family name, and to get to the bottom of the truth of this, I am not going to stay — be an obstacle to an FBI investigation,” I would hope that all the members of the committee would join me in saying, “We’re going to abide by your witch — wishes, and we will have that investigation.”"
"KAVANAUGH","witness","I — I welcome whatever the committee wants to do, because I’m telling the truth."
"DURBIN","speaker","I want to know what you want to do."
"KAVANAUGH","witness","I — I’m telling the truth."
"DURBIN","speaker","I want to know what you want to do, Judge."
"KAVANAUGH","witness","I’m innocent. I’m innocent of this charge."
"DURBIN","speaker","Then you’re prepared for an FBI investigator…"
"KAVANAUGH","witness","They don’t reach conclusions. You reach the conclusion, Senator."
"DURBIN","speaker","No, but they do investigate questions."
"KAVANAUGH","witness","I’m — I’m innocent."
"DURBIN","speaker","And you can’t have it both ways, Judge. You can’t say here at the beginning…"
"KAVANAUGH","witness","I wanted a hearing."
"DURBIN","speaker","(inaudible) your moment."
"KAVANAUGH","witness","Look, this thing…"
"DURBIN","speaker","I welcome any kind of investigation, and then walk away from this."
"KAVANAUGH","witness","This thing was sprung on me — this thing was sprung at the last minute after being held by staff. You know…"
"DURBIN","speaker","Judge, if there is no truth to…"
"KAVANAUGH","witness","And I called for a — I called for a hearing immediately."
"DURBIN","speaker","If there is no truth to her charges, the FBI investigation will show that. Are you afraid that they might not?"
"GRASSLEY","speaker","Come on. Gee, whiz."
"KAVANAUGH","witness","The FBI does not reach — you know. You know this is — you know that’s a phony question…"
"DURBIN","speaker","Well, here…"
"KAVANAUGH","witness","… because the FBI doesn’t reach conclusions."
"DURBIN","speaker","So let’s — let’s just…"
"KAVANAUGH","witness","They just provide the 302s. 302s, so I can explain to people who don’t know what that is, they just going and do what you’re doing: ask questions and then type up a report. They don’t reach the bottom line conclusion. You…"
"DURBIN","speaker","This morning — this morning, I asked Dr. Ford, I asked her about this incident where she ran into Mark Judge in Safeway, and she said, “Sure, I remember it.” Six or eight weeks after this occurrence. Well, someone at The Washington Post went in and took a look at Mr. Judge’s book and has been able to — the one that he wrote about his addiction and his alcoholism — and they have narrowed it down, what they think was a period of time six or eight weeks after the event. And he would have been working at the Safeway at that point. So the point I’m getting to is we at least can connect some dots here and get some information. Why would you resist that kind…"
"KAVANAUGH","witness","Here’s some (ph) dots."
"DURBIN","speaker","… of investigation? Why would you resist that kind of investigation?"
"KAVANAUGH","witness","Senator, I — I welcome — I wanted the hearing last week."
"DURBIN","speaker","I’m asking about the FBI investigation."
"KAVANAUGH","witness","They’re — the committee figures out how to ask the questions, I’ll do whatever. I’ve been on the phone multiple times with committee counsel. I’ll talk to…"
"DURBIN","speaker","Judge Kavanaugh, will you support an FBI investigation…"
"KAVANAUGH","witness","… I’ll do — I’ll…"
"DURBIN","speaker","… right now?"
"KAVANAUGH","witness","… I — I will do whatever the committee wants to…"
"DURBIN","speaker","Personally, do you think that’s the best thing for us to do? You won’t answer?"
"KAVANAUGH","witness","… Look, senator, I — I’ve — I’ve — I’ve said I wanted a hearing and I’d said I was welcome (ph) anything. I’m innocent. This thing was held — held when it could have been presented in the ordinary way. It could have been held and handled confidentially at first, which was what Dr. Ford’s wishes were as I understand it. It wouldn’t have caused this — like, destroyed my family like this — this effort has."
"DURBIN","speaker","I think an FBI investigation will help all of us on both sides of the issue."
"GRASSLEY","speaker","Senator Graham asked for the floor. But before he does, it seems to me that if you want to know something, you’ve got the witness right here to — to ask him. And secondly, if you want an FBI report, you can ask for it yourself. I’ve asked for FBI reports in the past, in the 38 years I’ve been in the Senate. Senator Graham."
"GRAHAM","speaker","Are you aware that at 9:23 on the night of July the 9th, the day you were nominated to the Supreme Court by President Trump, Senator Schumer said 23-minutes after your nomination, “I will oppose Judge Kavanaugh’s nomination with everything I have, I have (sic) a bipartisan — and I hope a bipartisan majority will do the same. The stakes are simply too high for anything less.” Well, if you weren’t aware of it, you are now. Did you meet with Senator Dianne Feinstein on August 20th?"
"KAVANAUGH","witness","I did meet with Senator Feinstein…"
"GRAHAM","speaker","Did you know that her staff had already recommended a lawyer to Dr. Ford?"
"KAVANAUGH","witness","… I did not know that."
"GRAHAM","speaker","Did you know that her and her staff had this — allegations for over 20 days?"
"KAVANAUGH","witness","I did not know that at the time."
"GRAHAM","speaker","If you wanted a FBI investigation, you could have come to us. What you want to do is destroy this guy’s life, hold this seat open and hope you win in 2020. You’ve said that, not me. You’ve got nothing to apologize for. When you see Sotomayor and Kagan, tell them that Lindsey said hello because I voted for them. I would never do to them what you’ve done to this guy. This is the most unethical sham since I’ve been in politics. And if you really wanted to know the truth, you sure as hell wouldn’t have done what you’ve done to this guy. Are you a gang rapist?"
"GRAHAM","speaker","I cannot imagine what you and your family have gone through. Boy, you all want power. God, I hope you never get it. I hope the American people can see through this sham. That you knew about it and you held it. You had no intention of protecting Dr. Ford; none. She’s as much of a victim as you are. God, I hate to say it because these have been my friends. But let me tell you, when it comes to this, you’re looking for a fair process? You came to the wrong town at the wrong time, my friend. Do you consider this a job interview?"
"KAVANAUGH","witness","If (ph) the advice and consent role is like a job interview."
"GRAHAM","speaker","Do you consider that you’ve been through a job interview?"
"KAVANAUGH","witness","I’ve been through a process of advice and consent under the Constitution, which…"
"GRAHAM","speaker","Would you say you’ve been through hell?"
"KAVANAUGH","witness","I — I’ve been through hell and then some."
"GRAHAM","speaker","This is not a job interview."
"GRAHAM","speaker","This is hell."
"KAVANAUGH","witness","This — this…"
"GRAHAM","speaker","This is going to destroy the ability of good people to come forward because of this crap. Your high school yearbook — you have interacted with professional women all your life, not one accusation. You’re supposed to be Bill Cosby when you’re a junior and senior in high school. And all of a sudden, you got over it. It’s been my understanding that if you drug women and rape them for two years in high school, you probably don’t stop. Here’s my understanding, if you lived a good life people would recognize it, like the American Bar Association has, the gold standard. His integrity is absolutely unquestioned. He is the very circumspect in his personal conduct, harbors no biases or prejudices. He’s entirely ethical, is a really decent person. He is warm, friendly, unassuming. He’s the nicest person — the ABA. The one thing I can tell you should be proud of — Ashley, you should be proud of this — that you raised a daughter who had the good character to pray for Dr. Ford. To my Republican colleagues, if you vote no, you’re legitimizing the most despicable thing I have seen in my time in politics. You want this seat? I hope you never get it. I hope you’re on the Supreme Court, that’s exactly where you should be. And I hope that the American people will see through this charade. And I wish you well. And I intend to vote for you and I hope everybody who’s fair-minded will."
"WHITEHOUSE","speaker","Should we let things settle a little bit after that?"
"GRASSLEY","speaker","If you want to — we’ll take a 60-second break."
"WHITEHOUSE","speaker","No, I’m good."
"GRASSLEY","speaker","OK. Go ahead."
"WHITEHOUSE","speaker","I’m good. One of the reasons, Mr. Kavanaugh, that we are looking at the yearbook is that it is relatively consistent in time with the events at issue here and because it appears to be your words. Is it, in fact, your words on your yearbook page?"
"KAVANAUGH","witness","We — we submitted things to the editors and I believe they took them. I don’t know if they changed things or not, but."
"WHITEHOUSE","speaker","You’re not aware of any changes? As far as you know…"
"KAVANAUGH","witness","I don’t — I’m not aware one way…"
"WHITEHOUSE","speaker","… these are your words?"
